Regret,Relative Regret,Accuracy,Optimal
0.4,0.02380952489078726,0.875,False
0.0,0.0,0.8888888888888888,True
-0.0,-0.0,1.0,True
-0.0,-0.0,0.9583333333333334,True
0.4,0.005128205128205128,0.8888888888888888,False
0.0,0.0,0.9722222222222222,True
-0.0,-0.0,1.0,True
-0.0,-0.0,0.9027777777777778,True
-0.0,-0.0,0.9583333333333334,True
-0.0,-0.0,0.9722222222222222,True
-0.0,-0.0,0.9444444444444444,True
1.6,0.13333333333333333,0.9027777777777778,False
-0.0,-0.0,1.0,True
0.8,0.05263157960780771,0.9583333333333334,False
-0.0,-0.0,1.0,True
0.0,0.0,0.9305555555555556,True
-0.0,-0.0,0.9305555555555556,True
0.4,0.01990049713475437,0.9166666666666666,False
-0.0,-0.0,0.9861111111111112,True
-0.0,-0.0,0.8958333333333334,True
-0.0,-0.0,1.0,True
0.0,0.0,0.8958333333333334,True
0.0,0.0,0.9444444444444444,True
0.4,0.017241378743356548,0.9027777777777778,False
0.0,0.0,0.9027777777777778,True
-0.0,-0.0,0.9722222222222222,True
0.0,0.0,0.9166666666666666,True
0.0,0.0,0.9583333333333334,True
0.0,0.0,0.9166666666666666,True
0.0,0.0,1.0,True
-0.0,-0.0,0.9444444444444444,True
0.0,0.0,0.8888888888888888,True
0.0,0.0,1.0,True
0.0,0.0,0.9583333333333334,True
0.0,0.0,1.0,True
-0.0,-0.0,0.9583333333333334,True
0.0,0.0,0.9444444444444444,True
0.0,0.0,0.9583333333333334,True
0.0,0.0,0.9444444444444444,True
-0.0,-0.0,0.9722222222222222,True
0.0,0.0,0.9027777777777778,True
0.0,0.0,0.9166666666666666,True
-0.0,-0.0,1.0,True
0.0,0.0,0.9305555555555556,True
0.8,0.035555555555555556,0.8958333333333334,False
0.0,0.0,0.8888888888888888,True
-0.0,-0.0,0.875,True
0.0,0.0,0.9305555555555556,True
0.0,0.0,0.9305555555555556,True
0.0,0.0,0.9861111111111112,True
0.0,0.0,0.9583333333333334,True
0.0,0.0,0.9861111111111112,True
0.0,0.0,0.9861111111111112,True
-0.0,-0.0,0.9722222222222222,True
0.0,0.0,1.0,True
0.0,0.0,0.8472222222222222,True
-0.0,-0.0,0.9722222222222222,True
-0.0,-0.0,0.8819444444444444,True
-0.0,-0.0,0.9722222222222222,True
0.0,0.0,0.9722222222222222,True
-0.0,-0.0,0.9444444444444444,True
-0.0,-0.0,0.9861111111111112,True
0.0,0.0,0.9722222222222222,True
-0.0,-0.0,0.9722222222222222,True
0.0,0.0,0.9444444444444444,True
0.0,0.0,0.9722222222222222,True
1.2,0.032697547004189406,0.9236111111111112,False
-0.0,-0.0,0.8333333333333334,True
-0.0,-0.0,0.9583333333333334,True
0.4,0.028571428571428574,0.8472222222222222,False
-0.0,-0.0,0.9444444444444444,True
0.0,0.0,0.9305555555555556,True
0.0,0.0,0.9027777777777778,True
0.0,0.0,1.0,True
0.0,0.0,0.9583333333333334,True
0.0,0.0,0.9444444444444444,True
0.8,0.02072538942032214,0.9652777777777778,False
-0.0,-0.0,0.9583333333333334,True
0.0,0.0,0.9722222222222222,True
0.0,0.0,1.0,True
-0.0,-0.0,0.8888888888888888,True
0.8,0.0196078435039117,0.875,False
0.0,0.0,1.0,True
0.8,0.027397259558135267,0.9097222222222222,False
0.0,0.0,1.0,True
0.0,0.0,1.0,True
0.0,0.0,0.8888888888888888,True
0.0,0.0,0.9444444444444444,True
0.0,0.0,0.9861111111111112,True
0.0,0.0,0.9236111111111112,True
0.4,0.011799409498393214,0.8958333333333334,False
0.4,0.028571428571428574,0.8819444444444444,False
0.4,0.025,0.8888888888888888,False
-0.0,-0.0,0.8541666666666666,True
0.0,0.0,0.875,True
0.4,0.013333333333333334,0.9305555555555556,False
0.4,0.0196078435039117,0.9722222222222222,False
1.2,0.07894736941171156,0.8958333333333334,False
0.0,0.0,0.9166666666666666,True
0.0,0.0,0.9722222222222222,True
0.0,0.0,0.8888888888888888,True
0.4,0.012383901221305475,0.8680555555555556,False
-0.0,-0.0,0.9027777777777778,True
0.4,0.02380952489078726,0.9583333333333334,False
0.0,0.0,1.0,True
0.0,0.0,0.9861111111111112,True
0.4,0.01,0.9027777777777778,False
0.0,0.0,0.875,True
0.0,0.0,0.9166666666666666,True
-0.0,-0.0,0.9583333333333334,True
0.0,0.0,0.9583333333333334,True
0.4,0.022727272234672368,0.9583333333333334,False
0.0,0.0,0.8055555555555556,True
0.0,0.0,0.9583333333333334,True
2.8,0.08668730854913831,0.8819444444444444,False
-0.0,-0.0,0.9722222222222222,True
-0.0,-0.0,0.9861111111111112,True
0.0,0.0,0.9027777777777778,True
-0.0,-0.0,1.0,True
0.4,0.02702702667871647,0.8819444444444444,False
0.4,0.00662251638898745,0.8611111111111112,False
1.7,0.08673469218945616,0.8472222222222222,False
0.8,0.02531645539058667,0.8819444444444444,False
0.0,0.0,0.9305555555555556,True
0.0,0.0,1.0,True
0.0,0.0,0.9166666666666666,True
0.0,0.0,0.9861111111111112,True
1.6,0.1142857142857143,0.8611111111111112,False
-0.0,-0.0,0.8402777777777778,True
0.8,0.028268551998840766,0.9513888888888888,False
-0.0,-0.0,0.9722222222222222,True
0.4,0.019801979450113298,0.9305555555555556,False
0.4,0.012383901221305475,0.9722222222222222,False
0.0,0.0,0.9166666666666666,True
0.4,0.010899182334729805,0.8958333333333334,False
0.8,0.04419889409610276,0.9652777777777778,False
0.0,0.0,0.9861111111111112,True
0.0,0.0,0.875,True
0.0,0.0,0.9861111111111112,True
-0.0,-0.0,0.9583333333333334,True
