"Name","net","Regret"
"fresh-sweep-5","[64,64]","0.11294314273739932"
"cool-sweep-4","[16,16]","0.11313598817178304"
"lyric-sweep-3","[64]","0.11985343746948268"
"stilted-sweep-2","[16]","0.09918683508469388"
"prime-sweep-1","[]","0.09761193070389353"
