"Relative Time (Process)","effortless-sweep-6 - _step","effortless-sweep-6 - _step__MIN","effortless-sweep-6 - _step__MAX","effortless-sweep-6 - Regret","effortless-sweep-6 - Regret__MIN","effortless-sweep-6 - Regret__MAX","sparkling-sweep-5 - _step","sparkling-sweep-5 - _step__MIN","sparkling-sweep-5 - _step__MAX","sparkling-sweep-5 - Regret","sparkling-sweep-5 - Regret__MIN","sparkling-sweep-5 - Regret__MAX","leafy-sweep-4 - _step","leafy-sweep-4 - _step__MIN","leafy-sweep-4 - _step__MAX","leafy-sweep-4 - Regret","leafy-sweep-4 - Regret__MIN","leafy-sweep-4 - Regret__MAX","eager-sweep-3 - _step","eager-sweep-3 - _step__MIN","eager-sweep-3 - _step__MAX","eager-sweep-3 - Regret","eager-sweep-3 - Regret__MIN","eager-sweep-3 - Regret__MAX","swift-sweep-2 - _step","swift-sweep-2 - _step__MIN","swift-sweep-2 - _step__MAX","swift-sweep-2 - Regret","swift-sweep-2 - Regret__MIN","swift-sweep-2 - Regret__MAX"
"42.45063614845276","1128","1128","1128","0.09098909388034387","0.09098909388034387","0.09098909388034387","","","","","","","","","","","","","","","","","","","","","","","",""
"43.94167685508728","","","","","","","","","","","","","","","","","","","","","","","","","1450","1450","1450","0.08957475563349915","0.08957475563349915","0.08957475563349915"
"44.81678032875061","","","","","","","806","806","806","0.09762076877110469","0.09762076877110469","0.09762076877110469","","","","","","","","","","","","","","","","","",""
"47.017335653305054","","","","","","","","","","","","","1128","1128","1128","0.09026620988751212","0.09026620988751212","0.09026620988751212","","","","","","","","","","","",""
"48.29413676261902","","","","","","","","","","","","","","","","","","","1128","1128","1128","0.08907187981239881","0.08907187981239881","0.08907187981239881","","","","","",""
"50.448108196258545","1450","1450","1450","0.09246629160482614","0.09246629160482614","0.09246629160482614","","","","","","","","","","","","","","","","","","","","","","","",""
"51.97334098815918","","","","","","","","","","","","","","","","","","","","","","","","","1772","1772","1772","0.0881918471254732","0.0881918471254732","0.0881918471254732"
"53.951550006866455","","","","","","","1128","1128","1128","0.08954332589468038","0.08954332589468038","0.08954332589468038","","","","","","","","","","","","","","","","","",""
"55.39251756668091","","","","","","","","","","","","","1450","1450","1450","0.08699751705035988","0.08699751705035988","0.08699751705035988","","","","","","","","","","","",""
"56.624974727630615","","","","","","","","","","","","","","","","","","","1450","1450","1450","0.08878901216302985","0.08878901216302985","0.08878901216302985","","","","","",""
"58.51518726348877","1772","1772","1772","0.09158625891790054","0.09158625891790054","0.09158625891790054","","","","","","","","","","","","","","","","","","","","","","","",""
"60.118369817733765","","","","","","","","","","","","","","","","","","","","","","","","","2094","2094","2094","0.08709180626681619","0.08709180626681619","0.08709180626681619"
"62.94133949279785","","","","","","","1450","1450","1450","0.093723481157577","0.093723481157577","0.093723481157577","","","","","","","","","","","","","","","","","",""
"63.56852912902832","","","","","","","","","","","","","1772","1772","1772","0.0863060627963469","0.0863060627963469","0.0863060627963469","","","","","","","","","","","",""
"65.38232350349426","","","","","","","","","","","","","","","","","","","1772","1772","1772","0.08718609548327251","0.08718609548327251","0.08718609548327251","","","","","",""
"66.47219467163086","2094","2094","2094","0.09164911839553808","0.09164911839553808","0.09164911839553808","","","","","","","","","","","","","","","","","","","","","","","",""
"67.94321751594543","","","","","","","","","","","","","","","","","","","","","","","","","2416","2416","2416","0.08746896313264145","0.08746896313264145","0.08746896313264145"
"71.72208738327026","","","","","","","","","","","","","2094","2094","2094","0.08891473111830495","0.08891473111830495","0.08891473111830495","","","","","","","","","","","",""
"71.83855509757996","","","","","","","1772","1772","1772","0.09014049093223704","0.09014049093223704","0.09014049093223704","","","","","","","","","","","","","","","","","",""
"73.67715907096863","","","","","","","","","","","","","","","","","","","2094","2094","2094","0.08636892227398445","0.08636892227398445","0.08636892227398445","","","","","",""
"74.57003855705261","2416","2416","2416","0.09403777854576473","0.09403777854576473","0.09403777854576473","","","","","","","","","","","","","","","","","","","","","","","",""
"75.24973201751709","","","","","","","","","","","","","","","","","","","","","","","","","2738","2738","2738","0.08668321966217216","0.08668321966217216","0.08668321966217216"
"79.78198838233948","","","","","","","","","","","","","2416","2416","2416","0.08932331772294898","0.08932331772294898","0.08932331772294898","","","","","","","","","","","",""
"80.6963951587677","","","","","","","2094","2094","2094","0.08938617720058652","0.08938617720058652","0.08938617720058652","","","","","","","","","","","","","","","","","",""
"82.50087285041809","","","","","","","","","","","","","","","","","","","","","","","","","3060","3060","3060","0.08674607913980971","0.08674607913980971","0.08674607913980971"
"82.60378193855286","","","","","","","","","","","","","","","","","","","2416","2416","2416","0.08838042555838582","0.08838042555838582","0.08838042555838582","","","","","",""
"82.7079086303711","2738","2738","2738","0.09023478014869335","0.09023478014869335","0.09023478014869335","","","","","","","","","","","","","","","","","","","","","","","",""
"87.8412721157074","","","","","","","","","","","","","","","","","","","","","","","","","3222","3222","3222","0.08740610365500391","0.08740610365500391","0.08740610365500391"
"87.84982228279114","","","","","","","","","","","","","2738","2738","2738","0.08753182261027899","0.08753182261027899","0.08753182261027899","","","","","","","","","","","",""
"89.47255396842957","","","","","","","2416","2416","2416","0.0884118552972046","0.0884118552972046","0.0884118552972046","","","","","","","","","","","","","","","","","",""
"90.82192134857178","3060","3060","3060","0.09557783574788453","0.09557783574788453","0.09557783574788453","","","","","","","","","","","","","","","","","","","","","","","",""
"91.383380651474","","","","","","","","","","","","","","","","","","","2738","2738","2738","0.08533174089296498","0.08533174089296498","0.08533174089296498","","","","","",""
"96.01835250854492","","","","","","","","","","","","","3060","3060","3060","0.0884118552972046","0.0884118552972046","0.0884118552972046","","","","","","","","","","","",""
"96.83068561553955","3222","3222","3222","0.09476066253859647","0.09476066253859647","0.09476066253859647","","","","","","","","","","","","","","","","","","","","","","","",""
"98.2548668384552","","","","","","","2738","2738","2738","0.08838042555838582","0.08838042555838582","0.08838042555838582","","","","","","","","","","","","","","","","","",""
"99.985591173172","","","","","","","","","","","","","","","","","","","3060","3060","3060","0.08806612817019811","0.08806612817019811","0.08806612817019811","","","","","",""
"102.11812353134155","","","","","","","","","","","","","3222","3222","3222","0.08806612817019811","0.08806612817019811","0.08806612817019811","","","","","","","","","","","",""
"106.45538973808289","","","","","","","","","","","","","","","","","","","3222","3222","3222","0.08438884872840183","0.08438884872840183","0.08438884872840183","","","","","",""
"106.95632243156433","","","","","","","3060","3060","3060","0.09287487820947017","0.09287487820947017","0.09287487820947017","","","","","","","","","","","","","","","","","",""
"113.25782680511475","","","","","","","3222","3222","3222","0.08834899581956705","0.08834899581956705","0.08834899581956705","","","","","","","","","","","","","","","","","",""
