True SPO,Unamb SPO,MSE,Elapsed,Epochs
0.07070401954178834,0.07070402106264335,27.642333724975586,138.44639229774475,20.0
0.08153183705358635,0.08154640092928278,23.335054718017577,147.01761937141418,20.0
0.0762103402554414,0.07621034163634818,25.70112112426758,137.6742250919342,20.0
0.08062949028365586,0.08062948439099696,25.83509313964844,141.10681986808777,20.0
0.07295481775029031,0.07295481894120076,29.256626419067384,140.03553104400635,20.0
0.08616079464667238,0.08616079479286416,23.815188659667967,137.47488236427307,20.0
0.08018148613973895,0.08024711217312851,24.45573518371582,150.26128315925598,20.0
0.07575974655045761,0.07575974702316379,28.936826675415038,150.99368953704834,20.0
0.07910598903235175,0.07910598898050065,24.151423706054686,149.58701395988464,20.0
0.07105188830833972,0.07105189060639941,28.256051834106444,139.84074759483337,20.0
