True SPO,Unamb SPO,Elapsed,Epochs
0.4486935393918868,0.4487027190622465,805.3339920043945,1000.0
0.38761817387504244,0.38762047802119576,804.8922779560089,1000.0
0.41196845885006367,0.4119695455340365,808.3692829608917,1000.0
0.38107355934223547,0.38107511531411353,815.8827939033508,1000.0
0.34246697062344433,0.3424685933999909,805.0174031257629,1000.0
0.3354260513701918,0.3354276354486671,805.403591632843,1000.0
0.3952616229339144,0.39434778270422494,809.9261364936829,1000.0
0.4562808787998494,0.45641999148991147,809.0362038612366,1000.0
0.32707337652432744,0.3270745040750046,809.3696596622467,1000.0
0.3858781314559145,0.3858802156837809,806.7758233547211,1000.0
