True SPO,Unamb SPO,MSE,Elapsed,Epochs
0.35456301754863034,0.35456329457110586,1.8355508899688722,187.03092503547668,200.0
0.2534690878005631,0.25346920275778645,1.9498535099029541,179.00854206085205,200.0
0.21645947393380888,0.2164595733684605,1.6847777395248413,179.0146598815918,200.0
0.34574683768250636,0.3457470299078426,1.6892492828369141,195.61505889892578,200.0
0.26699995294349016,0.2670000404681351,1.9249206113815307,190.97518682479858,200.0
0.24740585746611715,0.24740594301511923,2.0943056449890136,197.86364269256592,200.0
0.24904631803770025,0.24904654991763825,1.8088620777130127,196.18756103515625,200.0
0.28285649925336676,0.2828565962032958,1.3182397594451905,197.4222707748413,200.0
0.3072760547828768,0.307276134447883,1.932436731338501,198.13572478294373,200.0
0.43078783593721565,0.4307879061398001,2.272298686981201,201.3773376941681,200.0
