True SPO,Unamb SPO,MSE,Elapsed,Epochs
0.1762599304589403,0.17625993827392836,7.712313220977784,368.1230854988098,20.0
0.16871139038729396,0.16871140958303635,8.635934768676758,368.83160400390625,20.0
0.17704580543797116,0.1770458200760011,7.601973503112793,370.4387466907501,20.0
0.1782776081008273,0.1782776140734596,7.3158485870361325,358.28581380844116,20.0
0.18750012242846623,0.1875001415845707,7.043286773681641,343.36374020576477,20.0
0.1812121214478852,0.18121212862266348,8.941341529846191,343.5189576148987,20.0
0.17517481888764794,0.17517482837639356,6.884151481628418,334.44845366477966,20.0
0.16249979125500402,0.1624998071992314,7.861691413879394,343.74586510658264,20.0
0.18051420740697466,0.18051422666966693,7.384191017150879,345.1063895225525,20.0
0.17748140113784472,0.17748142204373069,6.871107727050782,439.2061278820038,20.0
