True SPO,Unamb SPO,Elapsed,Epochs
0.15012421983836235,0.15012421983836235,269.0344421863556,1000.0
0.13638959390819674,0.13638959390819674,263.1330351829529,1000.0
0.1413086025710117,0.1413086025710117,259.2556006908417,1000.0
0.19313687970342794,0.19313687970342794,262.0487639904022,1000.0
0.16221033868037085,0.16221033868037085,263.61647605895996,1000.0
0.14672219558920566,0.14672219558920566,262.2545006275177,1000.0
0.14670369099202302,0.14670369099202302,265.2501015663147,1000.0
0.14600197138461124,0.14600197138461124,259.66811537742615,1000.0
0.14790853318419434,0.14790853318419434,259.90660977363586,1000.0
0.15356560415076778,0.15356560415076778,263.77926683425903,1000.0
