True SPO,Unamb SPO,Elapsed,Epochs
0.0026581761599046606,0.002716597613968499,9.670277833938599,0.0
0.0014565794114422875,0.0014565794114422875,9.244825839996338,0.0
0.0019724465003473474,0.002002791831121922,8.849480390548706,0.0
0.0018449636019926675,0.0018747210794441622,9.279471635818481,0.0
0.0022739199543443515,0.002332225594199335,8.80423378944397,0.0
0.002561151152838882,0.0025899281320842624,9.428406953811646,0.0
0.0029140220113682055,0.002942873714451059,8.934797286987305,0.0
0.002701132811534499,0.0027301772503682035,9.189166069030762,0.0
0.0009763367070819533,0.0010020297783209522,8.932851552963257,0.0
0.001316189159567408,0.0013415004895590888,9.01201868057251,0.0
