"Name","net","Regret"
"driven-sweep-5","[64,64]","0.07973939270968448"
"fresh-sweep-4","[16,16]","0.07354796729788951"
"fearless-sweep-3","[64]","0.08207173445489524"
"firm-sweep-2","[16]","0.08011414968524426"
"glamorous-sweep-1","[]","0.07545947412744834"
