"Name","net","Regret"
"glorious-sweep-5","[64,64]","0.27531239877480684"
"glowing-sweep-4","[16,16]","0.11220415648775792"
"still-sweep-3","[64]","0.11055775335129306"
"fallen-sweep-2","[16]","0.07369999903430843"
"magic-sweep-1","[]","0.07842344034576218"
