"Relative Time (Process)","earnest-sweep-6 - _step","earnest-sweep-6 - _step__MIN","earnest-sweep-6 - _step__MAX","earnest-sweep-6 - Regret","earnest-sweep-6 - Regret__MIN","earnest-sweep-6 - Regret__MAX","atomic-sweep-5 - _step","atomic-sweep-5 - _step__MIN","atomic-sweep-5 - _step__MAX","atomic-sweep-5 - Regret","atomic-sweep-5 - Regret__MIN","atomic-sweep-5 - Regret__MAX","avid-sweep-4 - _step","avid-sweep-4 - _step__MIN","avid-sweep-4 - _step__MAX","avid-sweep-4 - Regret","avid-sweep-4 - Regret__MIN","avid-sweep-4 - Regret__MAX","eager-sweep-3 - _step","eager-sweep-3 - _step__MIN","eager-sweep-3 - _step__MAX","eager-sweep-3 - Regret","eager-sweep-3 - Regret__MIN","eager-sweep-3 - Regret__MAX","sweepy-sweep-2 - _step","sweepy-sweep-2 - _step__MIN","sweepy-sweep-2 - _step__MAX","sweepy-sweep-2 - Regret","sweepy-sweep-2 - Regret__MIN","sweepy-sweep-2 - Regret__MAX"
"11.775269031524658","","","","","","","","","","","","","","","","","","","162","162","162","0.2779851532578458","0.2779851532578458","0.2779851532578458","","","","","",""
"12.232507705688477","","","","","","","162","162","162","0.6877137975789989","0.6877137975789989","0.6877137975789989","","","","","","","","","","","","","","","","","",""
"12.693360090255737","162","162","162","0.6260035350121183","0.6260035350121183","0.6260035350121183","","","","","","","","","","","","","","","","","","","","","","","",""
"14.248451232910156","","","","","","","","","","","","","","","","","","","","","","","","","162","162","162","0.19036226741795492","0.19036226741795492","0.19036226741795492"
"15.639239072799683","","","","","","","","","","","","","162","162","162","0.36050099122286805","0.36050099122286805","0.36050099122286805","","","","","","","","","","","",""
"17.601377248764038","","","","","","","","","","","","","","","","","","","484","484","484","0.2350237028628956","0.2350237028628956","0.2350237028628956","","","","","",""
"18.277353525161743","","","","","","","484","484","484","0.6512232297323292","0.6512232297323292","0.6512232297323292","","","","","","","","","","","","","","","","","",""
"18.568080186843872","484","484","484","0.6260035350121183","0.6260035350121183","0.6260035350121183","","","","","","","","","","","","","","","","","","","","","","","",""
"20.02529215812683","","","","","","","","","","","","","","","","","","","","","","","","","484","484","484","0.1624702802799408","0.1624702802799408","0.1624702802799408"
"21.678292512893677","","","","","","","","","","","","","484","484","484","0.3613589128310987","0.3613589128310987","0.3613589128310987","","","","","","","","","","","",""
"23.403995275497437","","","","","","","","","","","","","","","","","","","806","806","806","0.26009552292277893","0.26009552292277893","0.26009552292277893","","","","","",""
"24.221699714660645","","","","","","","806","806","806","0.5191170799629022","0.5191170799629022","0.5191170799629022","","","","","","","","","","","","","","","","","",""
"24.311248779296875","806","806","806","0.6260035350121183","0.6260035350121183","0.6260035350121183","","","","","","","","","","","","","","","","","","","","","","","",""
"25.80179238319397","","","","","","","","","","","","","","","","","","","","","","","","","806","806","806","0.1554509221190143","0.1554509221190143","0.1554509221190143"
"27.45270013809204","","","","","","","","","","","","","806","806","806","0.37376347026362616","0.37376347026362616","0.37376347026362616","","","","","","","","","","","",""
"29.157321214675903","","","","","","","","","","","","","","","","","","","1128","1128","1128","0.2939362423380022","0.2939362423380022","0.2939362423380022","","","","","",""
"29.947700023651123","","","","","","","1128","1128","1128","0.545172451717826","0.545172451717826","0.545172451717826","","","","","","","","","","","","","","","","","",""
"30.19157648086548","1128","1128","1128","0.6260035350121183","0.6260035350121183","0.6260035350121183","","","","","","","","","","","","","","","","","","","","","","","",""
"31.51560950279236","","","","","","","","","","","","","","","","","","","","","","","","","1128","1128","1128","0.14699609777064412","0.14699609777064412","0.14699609777064412"
"33.365875244140625","","","","","","","","","","","","","1128","1128","1128","0.3462125915343114","0.3462125915343114","0.3462125915343114","","","","","","","","","","","",""
"35.0232617855072","","","","","","","","","","","","","","","","","","","1450","1450","1450","0.22874618233304586","0.22874618233304586","0.22874618233304586","","","","","",""
"35.76818346977234","","","","","","","1450","1450","1450","0.545172451717826","0.545172451717826","0.545172451717826","","","","","","","","","","","","","","","","","",""
"36.00022768974304","1450","1450","1450","0.6260035350121183","0.6260035350121183","0.6260035350121183","","","","","","","","","","","","","","","","","","","","","","","",""
"37.23204183578491","","","","","","","","","","","","","","","","","","","","","","","","","1450","1450","1450","0.13819296871945436","0.13819296871945436","0.13819296871945436"
"39.29382061958313","","","","","","","","","","","","","1450","1450","1450","0.35324165065146873","0.35324165065146873","0.35324165065146873","","","","","","","","","","","",""
"41.065256118774414","","","","","","","","","","","","","","","","","","","1772","1772","1772","0.30113046511720576","0.30113046511720576","0.30113046511720576","","","","","",""
"41.563464641571045","","","","","","","1772","1772","1772","0.5191170799629022","0.5191170799629022","0.5191170799629022","","","","","","","","","","","","","","","","","",""
"41.77451777458191","1772","1772","1772","0.6260035350121183","0.6260035350121183","0.6260035350121183","","","","","","","","","","","","","","","","","","","","","","","",""
"42.95435452461243","","","","","","","","","","","","","","","","","","","","","","","","","1772","1772","1772","0.13779772103197765","0.13779772103197765","0.13779772103197765"
"45.279783725738525","","","","","","","","","","","","","1772","1772","1772","0.3575444005688566","0.3575444005688566","0.3575444005688566","","","","","","","","","","","",""
"46.969794273376465","","","","","","","","","","","","","","","","","","","2094","2094","2094","0.24304840444874376","0.24304840444874376","0.24304840444874376","","","","","",""
"47.302069425582886","","","","","","","2094","2094","2094","0.6061810557753395","0.6061810557753395","0.6061810557753395","","","","","","","","","","","","","","","","","",""
"47.5803165435791","2094","2094","2094","0.6260035350121183","0.6260035350121183","0.6260035350121183","","","","","","","","","","","","","","","","","","","","","","","",""
"48.661943197250366","","","","","","","","","","","","","","","","","","","","","","","","","2094","2094","2094","0.13664545708187212","0.13664545708187212","0.13664545708187212"
"51.15693283081055","","","","","","","","","","","","","2094","2094","2094","0.36623073931323075","0.36623073931323075","0.36623073931323075","","","","","","","","","","","",""
"52.85611438751221","","","","","","","","","","","","","","","","","","","2416","2416","2416","0.23896940828567534","0.23896940828567534","0.23896940828567534","","","","","",""
"53.04377889633179","","","","","","","2416","2416","2416","0.6061810557753395","0.6061810557753395","0.6061810557753395","","","","","","","","","","","","","","","","","",""
"53.38434815406799","2416","2416","2416","0.6260035350121183","0.6260035350121183","0.6260035350121183","","","","","","","","","","","","","","","","","","","","","","","",""
"54.399080991744995","","","","","","","","","","","","","","","","","","","","","","","","","2416","2416","2416","0.13154717525965126","0.13154717525965126","0.13154717525965126"
"57.063002586364746","","","","","","","","","","","","","2416","2416","2416","0.28843752703355896","0.28843752703355896","0.28843752703355896","","","","","","","","","","","",""
"58.754950761795044","","","","","","","","","","","","","","","","","","","2738","2738","2738","0.2199828568407112","0.2199828568407112","0.2199828568407112","","","","","",""
