"Relative Time (Process)","earnest-sweep-6 - _step","earnest-sweep-6 - _step__MIN","earnest-sweep-6 - _step__MAX","earnest-sweep-6 - Regret","earnest-sweep-6 - Regret__MIN","earnest-sweep-6 - Regret__MAX","atomic-sweep-5 - _step","atomic-sweep-5 - _step__MIN","atomic-sweep-5 - _step__MAX","atomic-sweep-5 - Regret","atomic-sweep-5 - Regret__MIN","atomic-sweep-5 - Regret__MAX","avid-sweep-4 - _step","avid-sweep-4 - _step__MIN","avid-sweep-4 - _step__MAX","avid-sweep-4 - Regret","avid-sweep-4 - Regret__MIN","avid-sweep-4 - Regret__MAX","eager-sweep-3 - _step","eager-sweep-3 - _step__MIN","eager-sweep-3 - _step__MAX","eager-sweep-3 - Regret","eager-sweep-3 - Regret__MIN","eager-sweep-3 - Regret__MAX","sweepy-sweep-2 - _step","sweepy-sweep-2 - _step__MIN","sweepy-sweep-2 - _step__MAX","sweepy-sweep-2 - Regret","sweepy-sweep-2 - Regret__MIN","sweepy-sweep-2 - Regret__MAX"
"59.02043437957764","","","","","","","2738","2738","2738","0.5191170799629022","0.5191170799629022","0.5191170799629022","","","","","","","","","","","","","","","","","",""
"59.21656394004822","2738","2738","2738","0.6260035350121183","0.6260035350121183","0.6260035350121183","","","","","","","","","","","","","","","","","","","","","","","",""
"60.08491230010986","","","","","","","","","","","","","","","","","","","","","","","","","2738","2738","2738","0.1327858125776319","0.1327858125776319","0.1327858125776319"
"62.883819818496704","","","","","","","","","","","","","2738","2738","2738","0.30042303384474495","0.30042303384474495","0.30042303384474495","","","","","","","","","","","",""
"64.63243961334229","","","","","","","","","","","","","","","","","","","3060","3060","3060","0.24240715422243955","0.24240715422243955","0.24240715422243955","","","","","",""
"64.83816337585449","","","","","","","3060","3060","3060","0.5934805188926177","0.5934805188926177","0.5934805188926177","","","","","","","","","","","","","","","","","",""
"65.06702017784119","3060","3060","3060","0.6260035350121183","0.6260035350121183","0.6260035350121183","","","","","","","","","","","","","","","","","","","","","","","",""
"65.7320020198822","","","","","","","","","","","","","","","","","","","","","","","","","3060","3060","3060","0.13560305782228266","0.13560305782228266","0.13560305782228266"
"68.32531309127808","","","","","","","","","","","","","","","","","","","3222","3222","3222","0.2393055392929126","0.2393055392929126","0.2393055392929126","","","","","",""
"68.49476337432861","","","","","","","3222","3222","3222","0.6755512361399728","0.6755512361399728","0.6755512361399728","","","","","","","","","","","","","","","","","",""
"68.68019223213196","3222","3222","3222","0.6260035350121183","0.6260035350121183","0.6260035350121183","","","","","","","","","","","","","","","","","","","","","","","",""
"68.70883870124817","","","","","","","","","","","","","3060","3060","3060","0.29085773181675284","0.29085773181675284","0.29085773181675284","","","","","","","","","","","",""
"69.36759638786316","","","","","","","","","","","","","","","","","","","","","","","","","3222","3222","3222","0.12808574096849532","0.12808574096849532","0.12808574096849532"
"72.39150619506836","","","","","","","","","","","","","3222","3222","3222","0.2913038747495672","0.2913038747495672","0.2913038747495672","","","","","","","","","","","",""
