True SPO,Unamb SPO,MSE,Elapsed,Epochs
0.09066787275715162,0.09066787275715162,16.273035858154298,46.954150915145874,4.0
0.09568297850138685,0.09568297850138685,15.319486419677734,47.284250020980835,4.0
0.08274485265611053,0.08274485265611053,14.164687156677246,47.55607557296753,4.0
0.09258168008874294,0.09258168008874294,14.777290985107422,47.76502990722656,4.0
0.08611702999480046,0.08611702999480046,12.745759185791016,46.048240661621094,4.0
0.08857942261195288,0.08857942261195288,16.20392883300781,45.63826036453247,4.0
0.08553357119660872,0.08553357119660872,13.7108232421875,45.15804934501648,4.0
0.08795100959917924,0.08795100959917924,14.919397914886474,44.9497435092926,4.0
0.08205112002754399,0.08205112002754399,16.1452495803833,48.22698926925659,4.0
0.09365362209549155,0.09365362209549155,15.25415608215332,46.89543175697327,4.0
