True SPO,Unamb SPO,MSE,Elapsed,Epochs
0.020396671463366087,0.020396671463366087,33.159671600341795,331.28249335289,20.0
0.02734770655466883,0.02734770655466883,32.459454193115235,330.1308217048645,20.0
0.008428675754599475,0.008428675754599475,31.771316558837892,329.8993797302246,20.0
0.03819320851413756,0.03819320851413756,31.7949560546875,327.66875743865967,20.0
0.04728466071474899,0.04728466071474899,30.604353256225586,332.1250858306885,20.0
0.0451180577481489,0.0451180577481489,30.031989837646485,328.99859046936035,20.0
0.04255692999703909,0.04255692999703909,32.119574279785155,325.99849462509155,20.0
0.04698888967501596,0.04698888967501596,33.32721203613281,335.3776681423187,20.0
0.12410145983050729,0.12410145983050729,30.603275024414064,328.8961503505707,20.0
0.02676494793707101,0.02676494793707101,32.78320153808594,328.96083426475525,20.0
