True SPO,Unamb SPO,Elapsed,Epochs
0.14451066175154326,0.14451066175154326,173.8170304298401,1000.0
0.1521978779104582,0.1521978779104582,175.1785547733307,1000.0
0.15471711634184415,0.15471711634184415,166.16163110733032,1000.0
0.11092181885729488,0.11092181885729488,168.89998126029968,1000.0
0.15609925386029463,0.15609925387155818,167.4370641708374,1000.0
0.15975209130572102,0.15975209134720333,167.30162143707275,1000.0
0.16127907382166448,0.16127907382166448,167.65689206123352,1000.0
0.15356232389590244,0.15356232391778143,169.93594121932983,1000.0
0.1468843765258988,0.1468843765258988,171.90373516082764,1000.0
0.14295487975868726,0.14295487975868726,169.7411286830902,1000.0
