True SPO,Unamb SPO,Elapsed,Epochs
0.004271559119063508,0.004271559119063508,1920.2414622306824,300.0
0.0034365544805818366,0.0034365544805818366,1161.453896522522,300.0
0.00464300076772331,0.004643000772756002,1636.7902340888977,300.0
0.0037795157729155426,0.0037795157772065008,935.7444205284119,300.0
0.004275881248681513,0.004275881248681513,2116.73619055748,300.0
0.004268830481551354,0.004268830483850401,2105.152852535248,300.0
0.004669358909626864,0.004669358918844609,2818.603218793869,300.0
0.0036038633414891023,0.0036038633414891023,1146.6584582328796,300.0
0.004945423716821698,0.004945423716821698,2386.900939464569,300.0
0.00424472040972341,0.00424472040972341,1746.2858788967133,300.0
