True SPO,Unamb SPO,MSE,Elapsed,Epochs
0.01129402273927624,0.01129402273927624,53.94675214385986,104.43271565437317,20.0
0.008482193011997298,0.008482193011997298,55.9381071472168,91.79030585289001,20.0
0.008185180765998843,0.008185180765998843,50.22920114135742,87.22730469703674,20.0
0.00924259774249075,0.00924259774249075,48.21519921875,102.23497152328491,20.0
0.010494710553608623,0.010494710553608623,36.145118118286135,84.0374481678009,20.0
0.012715533235997537,0.012715533235997537,58.33279461669922,82.05321455001831,20.0
0.008886059834477694,0.008886059834477694,53.563181518554686,102.7058458328247,20.0
0.011214953270997656,0.011214953270997656,51.47754873657227,102.73069524765015,20.0
0.00943081930240273,0.009430819324255572,57.98225024414062,109.27461171150208,20.0
0.009995002498722875,0.009995002498722875,56.54760998535156,96.35706162452698,20.0
