True SPO,Unamb SPO,Elapsed,Epochs
0.003505387901375707,0.0035090147499913936,118.92974328994751,0.0
0.003926482485208946,0.003941976216115556,118.90261697769165,0.0
0.006458740699245886,0.006469169442628511,119.06178975105286,0.0
0.004103825859076721,0.004110767869631809,118.34693908691406,0.0
0.004983134481795432,0.004988366631556206,119.00928258895874,0.0
0.00400726264275655,0.004010359079297987,119.88142776489258,0.0
0.004125826345779528,0.004130908559310047,119.39937663078308,0.0
0.0036871099800858324,0.0036925094645418573,117.83477520942688,0.0
0.004489283761109224,0.004493962338094807,119.95189595222473,0.0
0.005152862180129183,0.005157745247892334,118.21279811859131,0.0
