"Name","net","Regret"
"easy-sweep-5","[64,64]","1.4726846551068993"
"wandering-sweep-4","[16,16]","0.5143141863156506"
"pleasant-sweep-3","[64]","0.27067258879758055"
"olive-sweep-2","[16]","0.1338042685568708"
"absurd-sweep-1","[]","0.08506485611330446"
