"Relative Time (Process)","zesty-sweep-6 - _step","zesty-sweep-6 - _step__MIN","zesty-sweep-6 - _step__MAX","zesty-sweep-6 - Regret","zesty-sweep-6 - Regret__MIN","zesty-sweep-6 - Regret__MAX","fanciful-sweep-5 - _step","fanciful-sweep-5 - _step__MIN","fanciful-sweep-5 - _step__MAX","fanciful-sweep-5 - Regret","fanciful-sweep-5 - Regret__MIN","fanciful-sweep-5 - Regret__MAX","pleasant-sweep-4 - _step","pleasant-sweep-4 - _step__MIN","pleasant-sweep-4 - _step__MAX","pleasant-sweep-4 - Regret","pleasant-sweep-4 - Regret__MIN","pleasant-sweep-4 - Regret__MAX","earthy-sweep-3 - _step","earthy-sweep-3 - _step__MIN","earthy-sweep-3 - _step__MAX","earthy-sweep-3 - Regret","earthy-sweep-3 - Regret__MIN","earthy-sweep-3 - Regret__MAX","spring-sweep-2 - _step","spring-sweep-2 - _step__MIN","spring-sweep-2 - _step__MAX","spring-sweep-2 - Regret","spring-sweep-2 - Regret__MIN","spring-sweep-2 - Regret__MAX"
"37.643747329711914","","","","","","","","","","","","","","","","","","","","","","","","","162","162","162","0.4264532919533116","0.4264532919533116","0.4264532919533116"
"37.93596625328064","162","162","162","0.23697994791860036","0.23697994791860036","0.23697994791860036","","","","","","","","","","","","","","","","","","","","","","","",""
"39.47104740142822","","","","","","","","","","","","","162","162","162","0.1721855092311966","0.1721855092311966","0.1721855092311966","","","","","","","","","","","",""
"40.58474922180176","","","","","","","","","","","","","","","","","","","162","162","162","0.7001576787095859","0.7001576787095859","0.7001576787095859","","","","","",""
"41.12987780570984","","","","","","","162","162","162","1.0100384105310198","1.0100384105310198","1.0100384105310198","","","","","","","","","","","","","","","","","",""
"54.145021200180054","","","","","","","","","","","","","","","","","","","","","","","","","484","484","484","0.1084015986355792","0.1084015986355792","0.1084015986355792"
"55.62112879753113","484","484","484","0.11328451434006856","0.11328451434006856","0.11328451434006856","","","","","","","","","","","","","","","","","","","","","","","",""
"56.39420986175537","","","","","","","","","","","","","484","484","484","0.09393658581259466","0.09393658581259466","0.09393658581259466","","","","","","","","","","","",""
"58.147143840789795","","","","","","","","","","","","","","","","","","","484","484","484","0.18543785096140047","0.18543785096140047","0.18543785096140047","","","","","",""
"58.550925970077515","","","","","","","484","484","484","0.3003580723192347","0.3003580723192347","0.3003580723192347","","","","","","","","","","","","","","","","","",""
"71.91870999336243","","","","","","","","","","","","","","","","","","","","","","","","","806","806","806","0.08326583669206922","0.08326583669206922","0.08326583669206922"
"72.98530960083008","806","806","806","0.11132679258381863","0.11132679258381863","0.11132679258381863","","","","","","","","","","","","","","","","","","","","","","","",""
"73.27339315414429","","","","","","","","","","","","","806","806","806","0.08211163041741734","0.08211163041741734","0.08211163041741734","","","","","","","","","","","",""
"74.80620694160461","","","","","","","","","","","","","","","","","","","806","806","806","0.12017499189096877","0.12017499189096877","0.12017499189096877","","","","","",""
"75.73380947113037","","","","","","","806","806","806","0.21291888288890873","0.21291888288890873","0.21291888288890873","","","","","","","","","","","","","","","","","",""
"89.21912884712219","","","","","","","","","","","","","","","","","","","","","","","","","1128","1128","1128","0.07523048925319017","0.07523048925319017","0.07523048925319017"
"89.89548921585083","1128","1128","1128","0.09588713831539422","0.09588713831539422","0.09588713831539422","","","","","","","","","","","","","","","","","","","","","","","",""
"90.85664248466492","","","","","","","","","","","","","1128","1128","1128","0.08192684659021562","0.08192684659021562","0.08192684659021562","","","","","","","","","","","",""
"91.60701489448547","","","","","","","","","","","","","","","","","","","1128","1128","1128","0.10017461411443848","0.10017461411443848","0.10017461411443848","","","","","",""
"92.62535166740417","","","","","","","1128","1128","1128","0.17075494381898362","0.17075494381898362","0.17075494381898362","","","","","","","","","","","","","","","","","",""
"106.4825747013092","","","","","","","","","","","","","","","","","","","","","","","","","1450","1450","1450","0.07385036441029977","0.07385036441029977","0.07385036441029977"
"107.02144169807434","1450","1450","1450","0.09300761097640581","0.09300761097640581","0.09300761097640581","","","","","","","","","","","","","","","","","","","","","","","",""
"108.2936680316925","","","","","","","","","","","","","","","","","","","1450","1450","1450","0.09508638720306317","0.09508638720306317","0.09508638720306317","","","","","",""
"108.30311298370361","","","","","","","","","","","","","1450","1450","1450","0.08311173065367569","0.08311173065367569","0.08311173065367569","","","","","","","","","","","",""
"109.94553852081299","","","","","","","1450","1450","1450","0.1548047346328013","0.1548047346328013","0.1548047346328013","","","","","","","","","","","","","","","","","",""
"123.14179277420044","","","","","","","","","","","","","","","","","","","","","","","","","1772","1772","1772","0.07188089206342649","0.07188089206342649","0.07188089206342649"
"124.3075225353241","1772","1772","1772","0.09289584694089623","0.09289584694089623","0.09289584694089623","","","","","","","","","","","","","","","","","","","","","","","",""
"125.26777029037476","","","","","","","","","","","","","","","","","","","1772","1772","1772","0.08862935205550822","0.08862935205550822","0.08862935205550822","","","","","",""
"125.74941492080688","","","","","","","","","","","","","1772","1772","1772","0.07695456724435577","0.07695456724435577","0.07695456724435577","","","","","","","","","","","",""
"126.79288959503174","","","","","","","1772","1772","1772","0.1421364667780507","0.1421364667780507","0.1421364667780507","","","","","","","","","","","","","","","","","",""
"140.4738483428955","","","","","","","","","","","","","","","","","","","","","","","","","2094","2094","2094","0.06939805493453022","0.06939805493453022","0.06939805493453022"
"141.06427931785583","2094","2094","2094","0.09736173014168581","0.09736173014168581","0.09736173014168581","","","","","","","","","","","","","","","","","","","","","","","",""
"141.9373800754547","","","","","","","","","","","","","","","","","","","2094","2094","2094","0.08677296775821569","0.08677296775821569","0.08677296775821569","","","","","",""
"142.54403471946716","","","","","","","","","","","","","2094","2094","2094","0.07759623701088075","0.07759623701088075","0.07759623701088075","","","","","","","","","","","",""
"143.67585587501526","","","","","","","2094","2094","2094","0.1290448927233113","0.1290448927233113","0.1290448927233113","","","","","","","","","","","","","","","","","",""
"157.62766432762146","","","","","","","","","","","","","","","","","","","","","","","","","2416","2416","2416","0.06813748277033291","0.06813748277033291","0.06813748277033291"
"157.7696394920349","2416","2416","2416","0.09602763646184143","0.09602763646184143","0.09602763646184143","","","","","","","","","","","","","","","","","","","","","","","",""
"158.79419589042664","","","","","","","","","","","","","","","","","","","2416","2416","2416","0.08475692196253592","0.08475692196253592","0.08475692196253592","","","","","",""
"159.70828485488892","","","","","","","","","","","","","2416","2416","2416","0.08090585615623097","0.08090585615623097","0.08090585615623097","","","","","","","","","","","",""
"160.91176891326904","","","","","","","2416","2416","2416","0.10807930293350727","0.10807930293350727","0.10807930293350727","","","","","","","","","","","","","","","","","",""
"174.7142813205719","2738","2738","2738","0.09422024877013664","0.09422024877013664","0.09422024877013664","","","","","","","","","","","","","","","","","","","","","","","",""
"175.5859134197235","","","","","","","","","","","","","","","","","","","2738","2738","2738","0.08528455623244145","0.08528455623244145","0.08528455623244145","","","","","",""
"175.61373209953308","","","","","","","","","","","","","","","","","","","","","","","","","2738","2738","2738","0.06662030145933037","0.06662030145933037","0.06662030145933037"
"176.3870768547058","","","","","","","","","","","","","2738","2738","2738","0.08053663062786745","0.08053663062786745","0.08053663062786745","","","","","","","","","","","",""
"177.583487033844","","","","","","","2738","2738","2738","0.10059824462616068","0.10059824462616068","0.10059824462616068","","","","","","","","","","","","","","","","","",""
"191.6741783618927","3060","3060","3060","0.09812928502472658","0.09812928502472658","0.09812928502472658","","","","","","","","","","","","","","","","","","","","","","","",""
"192.15550541877747","","","","","","","","","","","","","","","","","","","3060","3060","3060","0.08131385758306423","0.08131385758306423","0.08131385758306423","","","","","",""
"193.2267918586731","","","","","","","","","","","","","","","","","","","","","","","","","3060","3060","3060","0.06716371239880242","0.06716371239880242","0.06716371239880242"
"193.48291087150574","","","","","","","","","","","","","3060","3060","3060","0.08107816530976732","0.08107816530976732","0.08107816530976732","","","","","","","","","","","",""
"194.87809872627258","","","","","","","3060","3060","3060","0.09716533828399034","0.09716533828399034","0.09716533828399034","","","","","","","","","","","","","","","","","",""
"204.24405360221863","3222","3222","3222","0.09887956135513107","0.09887956135513107","0.09887956135513107","","","","","","","","","","","","","","","","","","","","","","","",""
"205.50977063179016","","","","","","","","","","","","","","","","","","","3222","3222","3222","0.08353522997901784","0.08353522997901784","0.08353522997901784","","","","","",""
"206.30264139175415","","","","","","","","","","","","","","","","","","","","","","","","","3222","3222","3222","0.06688303881892163","0.06688303881892163","0.06688303881892163"
"206.45877242088318","","","","","","","","","","","","","3222","3222","3222","0.08325347835952851","0.08325347835952851","0.08325347835952851","","","","","","","","","","","",""
"207.3358404636383","","","","","","","3222","3222","3222","0.09103351143193979","0.09103351143193979","0.09103351143193979","","","","","","","","","","","","","","","","","",""
