True SPO,Unamb SPO,Elapsed,Epochs
0.09977516273358317,0.09977516440881491,2206.261029481888,300.0
0.10557875547094085,0.10557875245193771,2198.257976770401,300.0
0.10000445615644706,0.1001770701613031,2223.6077964305878,300.0
0.0886867226524248,0.08883949655402915,2269.442247390747,300.0
0.09077522323284547,0.09089326095110156,2249.6736805438995,300.0
0.12465497227818877,0.1247030858049681,2308.817416906357,300.0
0.0897151370115255,0.08989876011008315,2194.7919409275055,300.0
0.09449077514055847,0.09457261807549404,2219.568762779236,300.0
0.08106292734020484,0.0811405504231419,2223.496444940567,300.0
0.11816211074649727,0.11826898537373767,2283.7452776432037,300.0
